datetime,epex_ct_kwh,t1_ct_kwh,t2_ct_kwh,t3_tib_ct_kwh,t3_oct_ct_kwh,t3_awa_ct_kwh,t4_ct_kwh,module3_grid_ct,grid_fee_ct,taxes_levies_ct,year,month,hour,dayofweek
2023-01-01 00:00:00,-0.517,47.0,25.445770000000003,28.00427,25.445770000000003,27.569920000000003,20.04317,2.61,9.3,12.6,2023,1,0,6
2023-01-01 01:00:00,-0.10700000000000001,47.0,25.93367,28.492169999999994,25.93367,28.05782,20.53107,2.61,9.3,12.6,2023,1,1,6
2023-01-01 02:00:00,-0.147,47.0,25.88607,28.44457,25.88607,28.01022,20.483469999999997,2.61,9.3,12.6,2023,1,2,6
2023-01-01 03:00:00,-0.508,47.0,25.456480000000003,28.01498,25.456480000000003,27.580630000000003,20.05388,2.61,9.3,12.6,2023,1,3,6
2023-01-01 04:00:00,-0.449,47.0,25.52669,28.085189999999997,25.52669,27.65084,20.124089999999995,2.61,9.3,12.6,2023,1,4,6
2023-01-01 05:00:00,-0.54,47.0,25.4184,27.976899999999997,25.4184,27.54255,20.0158,2.61,9.3,12.6,2023,1,5,6
2023-01-01 06:00:00,-0.502,47.0,25.46362,28.022119999999997,25.46362,27.58777,20.061019999999996,2.61,9.3,12.6,2023,1,6,6
2023-01-01 07:00:00,-0.13,47.0,25.906299999999998,28.464799999999997,25.906299999999998,28.03045,26.275199999999998,7.46,9.3,12.6,2023,1,7,6
2023-01-01 08:00:00,-0.144,47.0,25.88964,28.44814,25.88964,28.01379,26.258539999999996,7.46,9.3,12.6,2023,1,8,6
2023-01-01 09:00:00,-0.10900000000000001,47.0,25.93129,28.489789999999996,25.93129,28.05544,26.300189999999997,7.46,9.3,12.6,2023,1,9,6
2023-01-01 10:00:00,-0.10700000000000001,47.0,25.93367,28.492169999999994,25.93367,28.05782,26.302569999999996,7.46,9.3,12.6,2023,1,10,6
2023-01-01 11:00:00,-0.10700000000000001,47.0,25.93367,28.492169999999994,25.93367,28.05782,26.302569999999996,7.46,9.3,12.6,2023,1,11,6
2023-01-01 12:00:00,-0.079,47.0,25.966989999999996,28.525489999999994,25.966989999999996,28.091139999999996,26.33589,7.46,9.3,12.6,2023,1,12,6
2023-01-01 13:00:00,-0.027000000000000003,47.0,26.02887,28.58737,26.02887,28.15302,26.397769999999998,7.46,9.3,12.6,2023,1,13,6
2023-01-01 14:00:00,0.08499999999999999,47.0,26.162149999999997,28.720649999999996,26.162149999999997,28.286299999999997,26.531049999999997,7.46,9.3,12.6,2023,1,14,6
2023-01-01 15:00:00,2.353,47.0,28.861069999999998,31.419569999999997,28.861069999999998,30.985219999999998,29.229969999999998,7.46,9.3,12.6,2023,1,15,6
2023-01-01 16:00:00,3.654,47.0,30.40926,32.96776,30.40926,32.53341,30.778159999999996,7.46,9.3,12.6,2023,1,16,6
2023-01-01 17:00:00,4.603,47.0,31.53857,34.097069999999995,31.53857,33.66272,39.618669999999995,13.94,9.3,12.6,2023,1,17,6
2023-01-01 18:00:00,5.557,47.0,32.67383,35.23233,32.67383,34.79798,40.75393,13.94,9.3,12.6,2023,1,18,6
2023-01-01 19:00:00,5.495,47.0,32.60005,35.15855,32.60005,34.7242,40.68014999999999,13.94,9.3,12.6,2023,1,19,6
2023-01-01 20:00:00,4.923,47.0,31.91937,34.477869999999996,31.91937,34.04352,39.999469999999995,13.94,9.3,12.6,2023,1,20,6
2023-01-01 21:00:00,4.4990000000000006,47.0,31.41481,33.97331,31.41481,33.53896,31.783709999999992,7.46,9.3,12.6,2023,1,21,6
2023-01-01 22:00:00,4.596,47.0,31.530240000000003,34.08874,31.530240000000003,33.65439,31.899139999999996,7.46,9.3,12.6,2023,1,22,6
2023-01-01 23:00:00,3.5,47.0,30.225999999999996,32.784499999999994,30.225999999999996,32.35015,24.8234,2.61,9.3,12.6,2023,1,23,6
2023-01-02 00:00:00,5.7909999999999995,47.0,32.952290000000005,35.51079,32.952290000000005,35.07644,27.549689999999995,2.61,9.3,12.6,2023,1,0,0
2023-01-02 01:00:00,5.167,47.0,32.20973,34.768229999999996,32.20973,34.33388,26.807129999999997,2.61,9.3,12.6,2023,1,1,0
2023-01-02 02:00:00,5.293,47.0,32.359669999999994,34.918169999999996,32.359669999999994,34.483819999999994,26.957069999999998,2.61,9.3,12.6,2023,1,2,0
2023-01-02 03:00:00,4.409000000000001,47.0,31.30771,33.866209999999995,31.30771,33.43186,25.905109999999997,2.61,9.3,12.6,2023,1,3,0
2023-01-02 04:00:00,5.008,47.0,32.02052,34.57902,32.02052,34.14467,26.617919999999998,2.61,9.3,12.6,2023,1,4,0
2023-01-02 05:00:00,6.9719999999999995,47.0,34.357679999999995,36.91618,34.357679999999995,36.481829999999995,28.955079999999995,2.61,9.3,12.6,2023,1,5,0
2023-01-02 06:00:00,10.508,47.0,38.56552,41.124019999999994,38.56552,40.68966999999999,33.16291999999999,2.61,9.3,12.6,2023,1,6,0
2023-01-02 07:00:00,14.063999999999998,47.0,42.79716,45.35565999999999,42.79716,44.92130999999999,43.16605999999999,7.46,9.3,12.6,2023,1,7,0
2023-01-02 08:00:00,14.597999999999999,47.0,43.43261999999999,45.991119999999995,43.43261999999999,45.55676999999999,43.80152,7.46,9.3,12.6,2023,1,8,0
2023-01-02 09:00:00,14.705000000000002,47.0,43.55995,46.11845,43.55995,45.6841,43.92885,7.46,9.3,12.6,2023,1,9,0
2023-01-02 10:00:00,14.561000000000002,47.0,43.38859000000001,45.94709,43.38859000000001,45.51274,43.75749,7.46,9.3,12.6,2023,1,10,0
2023-01-02 11:00:00,14.334999999999999,47.0,43.11965,45.678149999999995,43.11965,45.24379999999999,43.48854999999999,7.46,9.3,12.6,2023,1,11,0
2023-01-02 12:00:00,14.437999999999999,47.0,43.242219999999996,45.80072,43.242219999999996,45.366369999999996,43.61111999999999,7.46,9.3,12.6,2023,1,12,0
2023-01-02 13:00:00,14.376,47.0,43.168440000000004,45.72694,43.168440000000004,45.29259,43.53733999999999,7.46,9.3,12.6,2023,1,13,0
2023-01-02 14:00:00,14.819999999999999,47.0,43.696799999999996,46.2553,43.696799999999996,45.82094999999999,44.06569999999999,7.46,9.3,12.6,2023,1,14,0
2023-01-02 15:00:00,15.534,47.0,44.54646,47.10496,44.54646,46.670609999999996,44.91536,7.46,9.3,12.6,2023,1,15,0
2023-01-02 16:00:00,16.288999999999998,47.0,45.44491,48.003409999999995,45.44491,47.56905999999999,45.81380999999999,7.46,9.3,12.6,2023,1,16,0
2023-01-02 17:00:00,17.0,47.0,46.291,48.84949999999999,46.291,48.41514999999999,54.37109999999999,13.94,9.3,12.6,2023,1,17,0
2023-01-02 18:00:00,17.474,47.0,46.85506,49.41356,46.85506,48.979209999999995,54.935159999999996,13.94,9.3,12.6,2023,1,18,0
2023-01-02 19:00:00,16.446,47.0,45.63174,48.19024,45.63174,47.75589,53.71184,13.94,9.3,12.6,2023,1,19,0
2023-01-02 20:00:00,15.3,47.0,44.268,46.8265,44.268,46.392149999999994,52.3481,13.94,9.3,12.6,2023,1,20,0
2023-01-02 21:00:00,14.166999999999998,47.0,42.91973,45.478229999999996,42.91973,45.043879999999994,43.28862999999999,7.46,9.3,12.6,2023,1,21,0
2023-01-02 22:00:00,13.491,47.0,42.115289999999995,44.67379,42.115289999999995,44.239439999999995,42.48419,7.46,9.3,12.6,2023,1,22,0
2023-01-02 23:00:00,12.422,47.0,40.843180000000004,43.40168,40.843180000000004,42.96733,35.44058,2.61,9.3,12.6,2023,1,23,0
2023-01-03 00:00:00,13.001,47.0,41.53219,44.09069,41.53219,43.65634,36.12958999999999,2.61,9.3,12.6,2023,1,0,1
2023-01-03 01:00:00,12.0,47.0,40.340999999999994,42.899499999999996,40.340999999999994,42.465149999999994,34.938399999999994,2.61,9.3,12.6,2023,1,1,1
2023-01-03 02:00:00,11.876000000000001,47.0,40.19344,42.75194,40.19344,42.317589999999996,34.790839999999996,2.61,9.3,12.6,2023,1,2,1
2023-01-03 03:00:00,11.5,47.0,39.745999999999995,42.3045,39.745999999999995,41.870149999999995,34.343399999999995,2.61,9.3,12.6,2023,1,3,1
2023-01-03 04:00:00,11.363,47.0,39.582969999999996,42.14146999999999,39.582969999999996,41.70711999999999,34.180369999999996,2.61,9.3,12.6,2023,1,4,1
2023-01-03 05:00:00,11.626999999999999,47.0,39.89713,42.45563,39.89713,42.02128,34.49452999999999,2.61,9.3,12.6,2023,1,5,1
2023-01-03 06:00:00,13.892,47.0,42.59248,45.15098,42.59248,44.716629999999995,37.189879999999995,2.61,9.3,12.6,2023,1,6,1
2023-01-03 07:00:00,15.991999999999999,47.0,45.091480000000004,47.64998,45.091480000000004,47.21563,45.460379999999994,7.46,9.3,12.6,2023,1,7,1
2023-01-03 08:00:00,16.916999999999998,47.0,46.192229999999995,48.75073,46.192229999999995,48.316379999999995,46.56112999999999,7.46,9.3,12.6,2023,1,8,1
2023-01-03 09:00:00,17.118000000000002,47.0,46.431419999999996,48.98992,46.431419999999996,48.555569999999996,46.80032,7.46,9.3,12.6,2023,1,9,1
2023-01-03 10:00:00,16.857,47.0,46.12083,48.67932999999999,46.12083,48.24497999999999,46.48973,7.46,9.3,12.6,2023,1,10,1
2023-01-03 11:00:00,16.949,47.0,46.23031,48.78881,46.23031,48.354459999999996,46.59921,7.46,9.3,12.6,2023,1,11,1
2023-01-03 12:00:00,16.45,47.0,45.6365,48.195,45.6365,47.76065,46.005399999999995,7.46,9.3,12.6,2023,1,12,1
2023-01-03 13:00:00,16.091,47.0,45.209289999999996,47.76779,45.209289999999996,47.333439999999996,45.57819,7.46,9.3,12.6,2023,1,13,1
2023-01-03 14:00:00,16.306,47.0,45.46514,48.02364,45.46514,47.58929,45.834039999999995,7.46,9.3,12.6,2023,1,14,1
2023-01-03 15:00:00,16.773,47.0,46.02087,48.57937,46.02087,48.145019999999995,46.38976999999999,7.46,9.3,12.6,2023,1,15,1
2023-01-03 16:00:00,16.661,47.0,45.887589999999996,48.44609,45.887589999999996,48.011739999999996,46.25649,7.46,9.3,12.6,2023,1,16,1
2023-01-03 17:00:00,17.072,47.0,46.37668,48.935179999999995,46.37668,48.50082999999999,54.456779999999995,13.94,9.3,12.6,2023,1,17,1
2023-01-03 18:00:00,16.893,47.0,46.163669999999996,48.72217,46.163669999999996,48.287819999999996,54.24377,13.94,9.3,12.6,2023,1,18,1
2023-01-03 19:00:00,16.099,47.0,45.21881,47.77731,45.21881,47.34296,53.29891,13.94,9.3,12.6,2023,1,19,1
2023-01-03 20:00:00,14.962,47.0,43.86578,46.424279999999996,43.86578,45.989929999999994,51.945879999999995,13.94,9.3,12.6,2023,1,20,1
2023-01-03 21:00:00,13.099,47.0,41.64881,44.20731,41.64881,43.77296,42.017709999999994,7.46,9.3,12.6,2023,1,21,1
2023-01-03 22:00:00,11.427,47.0,39.65913,42.21762999999999,39.65913,41.78327999999999,40.02803,7.46,9.3,12.6,2023,1,22,1
2023-01-03 23:00:00,9.366,47.0,37.20654,39.76503999999999,37.20654,39.33068999999999,31.803939999999997,2.61,9.3,12.6,2023,1,23,1
2023-01-04 00:00:00,8.089,47.0,35.686910000000005,38.24541,35.686910000000005,37.811060000000005,30.284309999999998,2.61,9.3,12.6,2023,1,0,2
2023-01-04 01:00:00,7.067,47.0,34.470729999999996,37.02923,34.470729999999996,36.594879999999996,29.068129999999996,2.61,9.3,12.6,2023,1,1,2
2023-01-04 02:00:00,4.0,47.0,30.820999999999998,33.37949999999999,30.820999999999998,32.94515,25.4184,2.61,9.3,12.6,2023,1,2,2
2023-01-04 03:00:00,0.868,47.0,27.09392,29.65242,27.09392,29.21807,21.691319999999997,2.61,9.3,12.6,2023,1,3,2
2023-01-04 04:00:00,0.08499999999999999,47.0,26.162149999999997,28.720649999999996,26.162149999999997,28.286299999999997,20.75955,2.61,9.3,12.6,2023,1,4,2
2023-01-04 05:00:00,1.1019999999999999,47.0,27.372380000000003,29.93088,27.372380000000003,29.496530000000003,21.969779999999993,2.61,9.3,12.6,2023,1,5,2
2023-01-04 06:00:00,6.102,47.0,33.32238,35.88088,33.32238,35.44653,27.919779999999996,2.61,9.3,12.6,2023,1,6,2
2023-01-04 07:00:00,7.92,47.0,35.4858,38.0443,35.4858,37.60995,35.854699999999994,7.46,9.3,12.6,2023,1,7,2
2023-01-04 08:00:00,8.42,47.0,36.080799999999996,38.6393,36.080799999999996,38.20495,36.44969999999999,7.46,9.3,12.6,2023,1,8,2
2023-01-04 09:00:00,8.331999999999999,47.0,35.976079999999996,38.53458,35.976079999999996,38.100229999999996,36.34497999999999,7.46,9.3,12.6,2023,1,9,2
2023-01-04 10:00:00,7.007,47.0,34.399330000000006,36.95783,34.399330000000006,36.52348,34.768229999999996,7.46,9.3,12.6,2023,1,10,2
2023-01-04 11:00:00,7.973999999999999,47.0,35.55006,38.10856,35.55006,37.67421,35.91896,7.46,9.3,12.6,2023,1,11,2
2023-01-04 12:00:00,8.089,47.0,35.686910000000005,38.24541,35.686910000000005,37.811060000000005,36.05581,7.46,9.3,12.6,2023,1,12,2
2023-01-04 13:00:00,7.9719999999999995,47.0,35.54768,38.106179999999995,35.54768,37.67183,35.91657999999999,7.46,9.3,12.6,2023,1,13,2
2023-01-04 14:00:00,8.022,47.0,35.60718000000001,38.16568,35.60718000000001,37.73133000000001,35.976079999999996,7.46,9.3,12.6,2023,1,14,2
2023-01-04 15:00:00,7.973999999999999,47.0,35.55006,38.10856,35.55006,37.67421,35.91896,7.46,9.3,12.6,2023,1,15,2
2023-01-04 16:00:00,8.081999999999999,47.0,35.67858,38.23708,35.67858,37.80273,36.04747999999999,7.46,9.3,12.6,2023,1,16,2
2023-01-04 17:00:00,8.616,47.0,36.31404,38.872539999999994,36.31404,38.43818999999999,44.39413999999999,13.94,9.3,12.6,2023,1,17,2
2023-01-04 18:00:00,7.228,47.0,34.66232,37.220819999999996,34.66232,36.78647,42.742419999999996,13.94,9.3,12.6,2023,1,18,2
2023-01-04 19:00:00,6.661,47.0,33.98759,36.54609,33.98759,36.11174,42.06769,13.94,9.3,12.6,2023,1,19,2
2023-01-04 20:00:00,4.32,47.0,31.2018,33.760299999999994,31.2018,33.32595,39.28189999999999,13.94,9.3,12.6,2023,1,20,2
2023-01-04 21:00:00,3.125,47.0,29.779749999999996,32.338249999999995,29.779749999999996,31.903899999999997,30.14865,7.46,9.3,12.6,2023,1,21,2
2023-01-04 22:00:00,3.496,47.0,30.221239999999998,32.77974,30.221239999999998,32.34539,30.590139999999995,7.46,9.3,12.6,2023,1,22,2
2023-01-04 23:00:00,0.909,47.0,27.14271,29.70121,27.14271,29.26686,21.740109999999998,2.61,9.3,12.6,2023,1,23,2
2023-01-05 00:00:00,0.005,47.0,26.06695,28.625449999999997,26.06695,28.1911,20.66435,2.61,9.3,12.6,2023,1,0,3
2023-01-05 01:00:00,0.007000000000000001,47.0,26.069329999999997,28.627829999999996,26.069329999999997,28.193479999999997,20.666729999999998,2.61,9.3,12.6,2023,1,1,3
2023-01-05 02:00:00,0.007000000000000001,47.0,26.069329999999997,28.627829999999996,26.069329999999997,28.193479999999997,20.666729999999998,2.61,9.3,12.6,2023,1,2,3
2023-01-05 03:00:00,0.012,47.0,26.07528,28.633779999999994,26.07528,28.199429999999996,20.67268,2.61,9.3,12.6,2023,1,3,3
2023-01-05 04:00:00,0.223,47.0,26.32637,28.88487,26.32637,28.45052,20.923769999999998,2.61,9.3,12.6,2023,1,4,3
2023-01-05 05:00:00,1.0070000000000001,47.0,27.25933,29.817829999999997,27.25933,29.38348,21.856729999999995,2.61,9.3,12.6,2023,1,5,3
2023-01-05 06:00:00,6.104,47.0,33.32476,35.88325999999999,33.32476,35.44891,27.922159999999998,2.61,9.3,12.6,2023,1,6,3
2023-01-05 07:00:00,8.719,47.0,36.436609999999995,38.99511,36.436609999999995,38.560759999999995,36.80550999999999,7.46,9.3,12.6,2023,1,7,3
2023-01-05 08:00:00,9.584,47.0,37.46596,40.02446,37.46596,39.590109999999996,37.83485999999999,7.46,9.3,12.6,2023,1,8,3
2023-01-05 09:00:00,12.555,47.0,41.00145,43.55994999999999,41.00145,43.12559999999999,41.37035,7.46,9.3,12.6,2023,1,9,3
2023-01-05 10:00:00,13.191999999999998,47.0,41.759479999999996,44.31797999999999,41.759479999999996,43.88362999999999,42.12837999999999,7.46,9.3,12.6,2023,1,10,3
2023-01-05 11:00:00,14.306999999999999,47.0,43.08633,45.64483,43.08633,45.21048,43.45522999999999,7.46,9.3,12.6,2023,1,11,3
2023-01-05 12:00:00,14.091,47.0,42.82929,45.387789999999995,42.82929,44.95343999999999,43.19818999999999,7.46,9.3,12.6,2023,1,12,3
2023-01-05 13:00:00,14.258000000000001,47.0,43.02802,45.58652,43.02802,45.15217,43.396919999999994,7.46,9.3,12.6,2023,1,13,3
2023-01-05 14:00:00,15.103,47.0,44.03357,46.59207,44.03357,46.15771999999999,44.402469999999994,7.46,9.3,12.6,2023,1,14,3
2023-01-05 15:00:00,15.947999999999999,47.0,45.03912,47.59761999999999,45.03912,47.16326999999999,45.40801999999999,7.46,9.3,12.6,2023,1,15,3
2023-01-05 16:00:00,17.273,47.0,46.61587,49.174369999999996,46.61587,48.740019999999994,46.98477,7.46,9.3,12.6,2023,1,16,3
2023-01-05 17:00:00,19.47,47.0,49.23029999999999,51.788799999999995,49.23029999999999,51.35444999999999,57.310399999999994,13.94,9.3,12.6,2023,1,17,3
2023-01-05 18:00:00,19.467,47.0,49.226729999999996,51.78522999999999,49.226729999999996,51.35087999999999,57.30682999999999,13.94,9.3,12.6,2023,1,18,3
2023-01-05 19:00:00,17.798,47.0,47.24062,49.799119999999995,47.24062,49.36476999999999,55.320719999999994,13.94,9.3,12.6,2023,1,19,3
2023-01-05 20:00:00,16.399,47.0,45.57581,48.13430999999999,45.57581,47.69995999999999,53.65591,13.94,9.3,12.6,2023,1,20,3
2023-01-05 21:00:00,15.2,47.0,44.149,46.707499999999996,44.149,46.273149999999994,44.5179,7.46,9.3,12.6,2023,1,21,3
2023-01-05 22:00:00,14.463999999999999,47.0,43.27316,45.83165999999999,43.27316,45.39730999999999,43.64206,7.46,9.3,12.6,2023,1,22,3
2023-01-05 23:00:00,12.7,47.0,41.174,43.732499999999995,41.174,43.29814999999999,35.77139999999999,2.61,9.3,12.6,2023,1,23,3
2023-01-06 00:00:00,10.721,47.0,38.81899,41.37749,38.81899,40.94314,33.41638999999999,2.61,9.3,12.6,2023,1,0,4
2023-01-06 01:00:00,10.11,47.0,38.091899999999995,40.6504,38.091899999999995,40.21604999999999,32.689299999999996,2.61,9.3,12.6,2023,1,1,4
2023-01-06 02:00:00,9.673,47.0,37.57187,40.13037,37.57187,39.69602,32.16927,2.61,9.3,12.6,2023,1,2,4
2023-01-06 03:00:00,8.234,47.0,35.85946,38.417959999999994,35.85946,37.98361,30.456859999999995,2.61,9.3,12.6,2023,1,3,4
2023-01-06 04:00:00,8.193000000000001,47.0,35.81067,38.369170000000004,35.81067,37.93482,30.408069999999995,2.61,9.3,12.6,2023,1,4,4
2023-01-06 05:00:00,8.403,47.0,36.060570000000006,38.61907,36.060570000000006,38.18472,30.657969999999995,2.61,9.3,12.6,2023,1,5,4
2023-01-06 06:00:00,9.725,47.0,37.63375,40.192249999999994,37.63375,39.75789999999999,32.23114999999999,2.61,9.3,12.6,2023,1,6,4
2023-01-06 07:00:00,10.651,47.0,38.73569,41.29419,38.73569,40.85984,39.104589999999995,7.46,9.3,12.6,2023,1,7,4
2023-01-06 08:00:00,12.07,47.0,40.424299999999995,42.9828,40.424299999999995,42.548449999999995,40.7932,7.46,9.3,12.6,2023,1,8,4
2023-01-06 09:00:00,11.686,47.0,39.96733999999999,42.525839999999995,39.96733999999999,42.09148999999999,40.33624,7.46,9.3,12.6,2023,1,9,4
2023-01-06 10:00:00,11.285,47.0,39.49015,42.04865,39.49015,41.6143,39.859049999999996,7.46,9.3,12.6,2023,1,10,4
2023-01-06 11:00:00,11.337,47.0,39.55203,42.11053,39.55203,41.676179999999995,39.92092999999999,7.46,9.3,12.6,2023,1,11,4
2023-01-06 12:00:00,11.5,47.0,39.745999999999995,42.3045,39.745999999999995,41.870149999999995,40.1149,7.46,9.3,12.6,2023,1,12,4
2023-01-06 13:00:00,10.978,47.0,39.12482,41.683319999999995,39.12482,41.24896999999999,39.493719999999996,7.46,9.3,12.6,2023,1,13,4
2023-01-06 14:00:00,11.971,47.0,40.306490000000004,42.86499,40.306490000000004,42.43064,40.67538999999999,7.46,9.3,12.6,2023,1,14,4
2023-01-06 15:00:00,12.583,47.0,41.03477,43.593270000000004,41.03477,43.15892,41.40367,7.46,9.3,12.6,2023,1,15,4
2023-01-06 16:00:00,13.956999999999999,47.0,42.66983,45.22832999999999,42.66983,44.79397999999999,43.038729999999994,7.46,9.3,12.6,2023,1,16,4
2023-01-06 17:00:00,15.593,47.0,44.61667,47.17517,44.61667,46.74082,52.69677,13.94,9.3,12.6,2023,1,17,4
2023-01-06 18:00:00,16.35,47.0,45.5175,48.07599999999999,45.5175,47.64164999999999,53.5976,13.94,9.3,12.6,2023,1,18,4
2023-01-06 19:00:00,14.674000000000001,47.0,43.52306,46.08156,43.52306,45.64721,51.603159999999995,13.94,9.3,12.6,2023,1,19,4
2023-01-06 20:00:00,13.937999999999999,47.0,42.64722,45.20572,42.64722,44.77137,50.72732,13.94,9.3,12.6,2023,1,20,4
2023-01-06 21:00:00,13.180000000000001,47.0,41.745200000000004,44.303700000000006,41.745200000000004,43.86935,42.1141,7.46,9.3,12.6,2023,1,21,4
2023-01-06 22:00:00,12.994,47.0,41.52386,44.082359999999994,41.52386,43.64800999999999,41.892759999999996,7.46,9.3,12.6,2023,1,22,4
2023-01-06 23:00:00,12.129999999999999,47.0,40.4957,43.054199999999994,40.4957,42.61984999999999,35.09309999999999,2.61,9.3,12.6,2023,1,23,4
2023-01-07 00:00:00,9.715,47.0,37.62185,40.18035,37.62185,39.745999999999995,32.219249999999995,2.61,9.3,12.6,2023,1,0,5
2023-01-07 01:00:00,9.843,47.0,37.77417,40.33267,37.77417,39.89832,32.37156999999999,2.61,9.3,12.6,2023,1,1,5
2023-01-07 02:00:00,9.605,47.0,37.49095,40.04945,37.49095,39.6151,32.08834999999999,2.61,9.3,12.6,2023,1,2,5
2023-01-07 03:00:00,8.797,47.0,36.529430000000005,39.08793,36.529430000000005,38.65358,31.126829999999995,2.61,9.3,12.6,2023,1,3,5
2023-01-07 04:00:00,8.299,47.0,35.936809999999994,38.495309999999996,35.936809999999994,38.060959999999994,30.534209999999998,2.61,9.3,12.6,2023,1,4,5
2023-01-07 05:00:00,8.359,47.0,36.00821,38.56671,36.00821,38.13235999999999,30.605609999999995,2.61,9.3,12.6,2023,1,5,5
2023-01-07 06:00:00,9.076,47.0,36.861439999999995,39.41994,36.861439999999995,38.985589999999995,31.45884,2.61,9.3,12.6,2023,1,6,5
2023-01-07 07:00:00,10.321,47.0,38.34299,40.90149,38.34299,40.46714,38.71189,7.46,9.3,12.6,2023,1,7,5
2023-01-07 08:00:00,11.186,47.0,39.372339999999994,41.930839999999996,39.372339999999994,41.496489999999994,39.74124,7.46,9.3,12.6,2023,1,8,5
2023-01-07 09:00:00,11.2,47.0,39.389,41.9475,39.389,41.513149999999996,39.75789999999999,7.46,9.3,12.6,2023,1,9,5
2023-01-07 10:00:00,10.0,47.0,37.961,40.519499999999994,37.961,40.08514999999999,38.3299,7.46,9.3,12.6,2023,1,10,5
2023-01-07 11:00:00,8.831999999999999,47.0,36.571079999999995,39.12958,36.571079999999995,38.695229999999995,36.93997999999999,7.46,9.3,12.6,2023,1,11,5
2023-01-07 12:00:00,8.790000000000001,47.0,36.521100000000004,39.0796,36.521100000000004,38.64525,36.89,7.46,9.3,12.6,2023,1,12,5
2023-01-07 13:00:00,9.405,47.0,37.25295,39.811449999999994,37.25295,39.37709999999999,37.621849999999995,7.46,9.3,12.6,2023,1,13,5
2023-01-07 14:00:00,8.898,47.0,36.64962,39.20812,36.64962,38.77377,37.018519999999995,7.46,9.3,12.6,2023,1,14,5
2023-01-07 15:00:00,8.556000000000001,47.0,36.24264,38.801140000000004,36.24264,38.366789999999995,36.61154,7.46,9.3,12.6,2023,1,15,5
2023-01-07 16:00:00,9.41,47.0,37.258900000000004,39.8174,37.258900000000004,39.38305,37.62779999999999,7.46,9.3,12.6,2023,1,16,5
2023-01-07 17:00:00,9.681000000000001,47.0,37.58139,40.13989,37.58139,39.70554,45.66149,13.94,9.3,12.6,2023,1,17,5
2023-01-07 18:00:00,9.952,47.0,37.90388,40.46238,37.90388,40.02803,45.983979999999995,13.94,9.3,12.6,2023,1,18,5
2023-01-07 19:00:00,9.458,47.0,37.31602,39.874520000000004,37.31602,39.44017,45.396119999999996,13.94,9.3,12.6,2023,1,19,5
2023-01-07 20:00:00,8.786,47.0,36.51634,39.074839999999995,36.51634,38.64048999999999,44.596439999999994,13.94,9.3,12.6,2023,1,20,5
2023-01-07 21:00:00,6.147,47.0,33.37593,35.93443,33.37593,35.50008,33.74483,7.46,9.3,12.6,2023,1,21,5
2023-01-07 22:00:00,5.0,47.0,32.010999999999996,34.5695,32.010999999999996,34.135149999999996,32.3799,7.46,9.3,12.6,2023,1,22,5
2023-01-07 23:00:00,3.825,47.0,30.612750000000002,33.17125,30.612750000000002,32.7369,25.21015,2.61,9.3,12.6,2023,1,23,5
2023-01-08 00:00:00,1.093,47.0,27.36167,29.92017,27.36167,29.48582,21.959069999999997,2.61,9.3,12.6,2023,1,0,6
2023-01-08 01:00:00,0.907,47.0,27.140330000000002,29.69883,27.140330000000002,29.264480000000002,21.73773,2.61,9.3,12.6,2023,1,1,6
2023-01-08 02:00:00,0.9099999999999999,47.0,27.143900000000002,29.7024,27.143900000000002,29.268050000000002,21.741299999999995,2.61,9.3,12.6,2023,1,2,6
2023-01-08 03:00:00,0.41600000000000004,47.0,26.556040000000003,29.11454,26.556040000000003,28.680190000000003,21.15344,2.61,9.3,12.6,2023,1,3,6
2023-01-08 04:00:00,0.558,47.0,26.725019999999997,29.283519999999996,26.725019999999997,28.849169999999997,21.322419999999997,2.61,9.3,12.6,2023,1,4,6
2023-01-08 05:00:00,0.992,47.0,27.241480000000003,29.79998,27.241480000000003,29.365630000000003,21.838879999999996,2.61,9.3,12.6,2023,1,5,6
2023-01-08 06:00:00,0.9019999999999999,47.0,27.134379999999997,29.692879999999995,27.134379999999997,29.258529999999997,21.731779999999997,2.61,9.3,12.6,2023,1,6,6
2023-01-08 07:00:00,1.6469999999999998,47.0,28.02093,30.57943,28.02093,30.14508,28.389829999999996,7.46,9.3,12.6,2023,1,7,6
2023-01-08 08:00:00,4.942,47.0,31.941979999999997,34.500479999999996,31.941979999999997,34.066129999999994,32.31088,7.46,9.3,12.6,2023,1,8,6
2023-01-08 09:00:00,8.28,47.0,35.9142,38.472699999999996,35.9142,38.03835,36.28309999999999,7.46,9.3,12.6,2023,1,9,6
2023-01-08 10:00:00,9.370000000000001,47.0,37.2113,39.769800000000004,37.2113,39.335449999999994,37.5802,7.46,9.3,12.6,2023,1,10,6
2023-01-08 11:00:00,10.387,47.0,38.42153,40.98002999999999,38.42153,40.54567999999999,38.79043,7.46,9.3,12.6,2023,1,11,6
2023-01-08 12:00:00,10.169,47.0,38.16211,40.72061,38.16211,40.28626,38.531009999999995,7.46,9.3,12.6,2023,1,12,6
2023-01-08 13:00:00,9.9,47.0,37.842000000000006,40.4005,37.842000000000006,39.96615,38.210899999999995,7.46,9.3,12.6,2023,1,13,6
2023-01-08 14:00:00,10.429,47.0,38.47151,41.03001,38.47151,40.595659999999995,38.84040999999999,7.46,9.3,12.6,2023,1,14,6
